Topics,congress,date,track,sponsor,party,state,topic
7399,115th,2018-12-27,Introduced,"Scanlon, Mary Gay ",D,PA,Elections
7400,115th,2019-01-02,Introduced,"Wild, Susan ",D,PA,Military
7401,115th,2019-01-02,Introduced,"Ellison, Keith ",D,MN,Border
7402,116th,2019-01-03,Passed House,"Sarbanes, John P. ",D,MD,Elections
7403,116th,2020-06-11,Passed House,"Fazio, Peter A. ",D,OR,Infrastructure
7404,116th,2019-09-19,Passed House,"Pallone, Frank",D,NJ,Chemical Substances
7405,116th,2019-02-26,Passed House,"Sewell, Terri A. ",D,AL,Elections
7406,116th,2019-03-13,Passed House,"Cicilline, David N. ",D,RI,Civil Law
7407,116th,2019-03-12,Passed House,"Allard, Lucille ",D,Al,Border
7408,116th,2019-01-30,Passed House,"Lauro, Rosa L. ",D,CT,Labor / Immigration
7409,116th,2019-01-08,Passed House,"Thompson, Mike ",D,CA,Civil Law
7410,116th,2019-03-27,Passed House,"Castor, Kathy ",D,FL,Infrastructure
7420,116th,2019-12-09,Introduced,"Walden, Greg ",R,OR,Chemical Substances
7421,116th,2019-01-17,Introduced,"Smith, Christopher H. ",R,NJ,Labor / Immigration
7422,116th,2019-01-03,Passed House,"Lowey, Nita M. ",D,NY,Budget
7423,116th,2019-01-03,Introduced,"Brady, Kevin ",R,TX,Tax Code
7424,116th,2019-01-03,Introduced,"Hudson, Richard ",R,NC,Health Care
7425,116th,2019-01-03,Introduced,"Massie, Thomas ",R,KY,Regulations
7426,116th,2019-01-03,Introduced,"Woodall, Rob ",R,GA,Tax Code
7427,116th,2019-01-03,Introduced,"Curtis, John R. ",R,UT,Regulations
7428,116th,2019-01-03,Introduced,"Gohmert, Louie ",R,TX,Budget
7429,116th,2019-01-03,Introduced,"Gohmert, Louie ",R,TX,Border
7430,116th,2019-01-03,Introduced,"Gohmert, Louie ",R,TX,Natural Resources
7431,116th,2019-01-03,Introduced,"Gohmert, Louie ",R,TX,Natural Resources
7432,116th,2019-01-03,Passed House,"Engel, Eliot L. ",D,NY,Border
7433,116th,2019-01-03,Introduced,"Davidson, Warren ",R,OH,Diplomacy
7434,116th,2019-01-03,Introduced,"Rush, Bobby L. ",D,IL,Civil Law
7435,116th,2019-01-03,Passed House,"Johnson, Eddie Bernice ",D,TX,Infrastructure
7436,116th,2019-01-03,Passed House,"Rush, Bobby L. ",D,IL,Diplomacy
7437,116th,2019-01-03,Passed House,"Johnson, Eddie Bernice ",D,TX,Infrastructure
7438,116th,2019-01-03,Introduced,"Soto, Darren ",D,FL,Natural Resources
7439,116th,2019-01-03,Introduced,"Hudson, Richard ",R,NC,Civil Law
7440,116th,2019-01-03,Introduced,"Hudson, Richard ",R,NC,Regulations
7441,116th,2019-01-03,Introduced,"Lee, Sheila ",D,TX,Regulations
7442,116th,2019-01-03,Introduced,"Rush, Bobby L. ",D,IL,Small Business
7443,116th,2019-01-03,Introduced,"Lee, Sheila ",D,TX,Border
7444,116th,2019-01-03,Introduced,"Lee, Sheila ",D,TX,Border
7445,116th,2019-01-03,Introduced,"Lee, Sheila ",D,TX,Elections
7446,116th,2019-01-03,Introduced,"Rush, Bobby L. ",D,IL,Natural Resources
7447,116th,2019-01-03,Introduced,"Lee, Sheila ",D,TX,Tax Code
7448,116th,2019-01-03,Introduced,"Lee, Sheila ",D,TX,Regulations
7449,116th,2019-01-03,Introduced,"Lee, Sheila ",D,TX,Border
7450,116th,2019-01-03,Introduced,"Lee, Sheila ",D,TX,Civil Law
7451,116th,2019-01-03,Introduced,"Foxx, Virginia ",R,NC,Regulations
7452,116th,2019-01-03,Passed House,"Norton, Eleanor Holmes ",D,DC,Civil Law
7453,116th,2019-01-03,Introduced,"Lee, Sheila ",D,TX,Border
7454,116th,2019-01-03,Introduced,"Lee, Sheila ",D,TX,Health Care
7455,116th,2019-01-03,Introduced,"Bishop, Rob ",R,UT,Diplomacy
7456,116th,2019-01-03,Introduced,"Rush, Bobby L. ",D,IL,Infrastructure
7457,116th,2019-01-03,Passed House,"Budd, Ted ",R,NC,Infrastructure
7458,116th,2019-01-03,Introduced,"Lee, Sheila ",D,TX,Border
7459,116th,2019-01-03,Introduced,"Griffith, H. Morgan ",R,VA,Tax Code
7460,116th,2019-01-03,Introduced,"Allen, Rick W. ",R,GA,Budget
7461,116th,2019-01-03,Introduced,"Allen, Rick W. ",R,GA,Labor / Immigration
7462,116th,2019-01-03,Introduced,"Amodei, Mark E. ",R,NV,Diplomacy
7463,116th,2019-01-03,Introduced,"Banks, Jim ",R,IN,Education
7464,116th,2019-01-03,Introduced,"Banks, Jim ",R,IN,Regulations
7465,116th,2019-01-03,Introduced,"Banks, Jim ",R,IN,Health Care
7466,116th,2019-01-03,Introduced,"Banks, Jim ",R,IN,Tax Code
7467,116th,2019-01-03,Passed House,"Davis, Rodney ",R,IL,Regulations
7468,116th,2019-01-03,Introduced,"Beyer, Donald S.",D,VA,Diplomacy
7469,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Budget
7470,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Education
7471,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Military
7472,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Labor / Immigration
7473,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Small Business
7474,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Border
7475,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Border
7476,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Civil Law
7477,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Civil Law
7478,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Civil Law
7479,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Civil Law
7480,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Natural Resources
7481,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Military
7482,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Tax Code
7483,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Small Business
7484,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Health Care
7485,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Budget
7486,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Border
7487,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Regulations
7488,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Regulations
7489,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Civil Law
7490,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Infrastructure
7491,116th,2019-01-03,Introduced,"Biggs, Andy ",R,AZ,Labor / Immigration
7492,116th,2019-01-03,Passed House,"Blumenauer, Earl ",D,OR,Natural Resources
7493,116th,2019-01-03,Introduced,"Blumenauer, Earl ",D,OR,Elections
7494,116th,2019-01-03,Introduced,"Brownley, Julia ",D,CA,Elections
7495,116th,2019-01-03,Introduced,"Brownley, Julia ",D,CA,Tax Code
7496,116th,2019-01-03,Passed House,"Brownley, Julia ",D,CA,Military
7497,116th,2019-01-03,Introduced,"Brownley, Julia ",D,CA,Military
7498,116th,2019-01-03,Passed House,"Buchanan, Vern ",R,FL,Diplomacy
7499,116th,2019-01-03,Introduced,"Buchanan, Vern ",R,FL,Border
7500,116th,2019-01-03,Introduced,"Buchanan, Vern ",R,FL,Civil Law
7501,116th,2019-01-03,Introduced,"Buchanan, Vern ",R,FL,Health Care
7502,116th,2019-01-03,Introduced,"Buchanan, Vern ",R,FL,Chemical Substances
7503,116th,2019-01-03,Introduced,"Buchanan, Vern ",R,FL,Budget
7504,116th,2019-01-03,Introduced,"Burgess, Michael C. ",R,TX,Education
7505,116th,2019-01-03,Introduced,"Burgess, Michael C. ",R,TX,Chemical Substances
7506,116th,2019-01-03,Introduced,"Burgess, Michael C. ",R,TX,Chemical Substances
7507,116th,2019-01-03,Introduced,"Burgess, Michael C. ",R,TX,Health Care
7508,116th,2019-01-03,Introduced,"Burgess, Michael C. ",R,TX,Chemical Substances
7509,116th,2019-01-03,Introduced,"Burgess, Michael C. ",R,TX,Civil Law
7510,116th,2019-01-03,Introduced,"Burgess, Michael C. ",R,TX,Border
7511,116th,2019-01-03,Introduced,"Burgess, Michael C. ",R,TX,Civil Law
7512,116th,2019-01-03,Introduced,"Burgess, Michael C. ",R,TX,Regulations
7513,116th,2019-01-03,Introduced,"Burgess, Michael C. ",R,TX,Border
7514,116th,2019-01-03,Passed House,"Bustos, Cheri ",D,IL,Chemical Substances
7515,116th,2019-01-03,Introduced,"Carter, Earl L. ",R,GA,Natural Resources
7516,116th,2019-01-03,Passed House,"Castro, Joaquin ",D,TX,Border
7517,116th,2019-01-03,Passed House,"Chu, Judy ",D,CA,Small Business
7518,116th,2019-01-03,Introduced,"Cohen, Steve ",D,TN,Health Care
7519,116th,2019-01-03,Introduced,"Cohen, Steve ",D,TN,Elections
7520,116th,2019-01-03,Introduced,"Cohen, Steve ",D,TN,Civil Law
7521,116th,2019-01-03,Introduced,"Cohen, Steve ",D,TN,Civil Law
7522,116th,2019-01-03,Introduced,"Cohen, Steve ",D,TN,Civil Law
7523,116th,2019-01-03,Introduced,"Green, Al ",D,TX,Labor / Immigration
7524,116th,2019-01-03,Introduced,"Green, Al ",D,TX,Small Business
7525,116th,2019-01-03,Introduced,"Cohen, Steve ",D,TN,Elections
7526,116th,2019-01-03,Introduced,"Cohen, Steve ",D,TN,Civil Law
7527,116th,2019-01-03,Introduced,"Green, Al ",D,TX,Education
7528,116th,2019-01-03,Introduced,"Cohen, Steve ",D,TN,Chemical Substances
7529,116th,2019-01-03,Passed House,"Comer, James ",R,KY,Small Business
7530,116th,2019-01-03,Introduced,"Cooper, Jim ",D,TN,Budget
7531,116th,2019-01-03,Introduced,"Cooper, Jim ",D,TN,Elections
7532,116th,2019-01-03,Introduced,"Cooper, Jim ",D,TN,Regulations
7533,116th,2019-01-03,Introduced,"Cuellar, Henry ",D,TX,Infrastructure
7534,116th,2019-01-03,Passed Senate,"Cuellar, Henry ",D,TX,Diplomacy
7535,116th,2019-01-03,Introduced,"Cummings, Elijah E. ",D,MD,Civil Law
7536,116th,2019-01-03,Passed House,"Cummings, Elijah E. ",D,MD,Regulations
7537,116th,2019-01-03,Passed House,"Cummings, Elijah E. ",D,MD,Civil Law
7538,116th,2019-01-03,Introduced,"Davis, Susan A. ",D,CA,Elections
7539,116th,2019-01-03,Introduced,"Davis, Susan A. ",D,CA,Elections
7540,116th,2019-01-03,Introduced,"Davis, Rodney ",R,IL,Natural Resources
7541,116th,2019-01-03,Introduced,"King, Steve ",R,IA,Border
7542,116th,2019-01-03,Introduced,"Davis, Rodney ",R,IL,Tax Code
7543,116th,2019-01-03,Introduced,"Davis, Rodney ",R,IL,Labor / Immigration
7544,116th,2019-01-03,Introduced,"Jarlais, Scott ",R,TN,Natural Resources
7545,116th,2019-01-03,Introduced,"Duncan, Jeff ",R,SC,Diplomacy
7546,116th,2019-01-03,Introduced,"Duncan, Jeff ",R,SC,Border
7547,116th,2019-01-03,Introduced,"Duncan, Jeff ",R,SC,Border
7548,116th,2019-01-03,Introduced,"Duncan, Jeff ",R,SC,Border
7549,116th,2019-01-03,Introduced,"Green, Al ",D,TX,Health Care
7550,116th,2019-01-03,Introduced,"Green, Al ",D,TX,Budget
7551,116th,2019-01-03,Became Law,"Foxx, Virginia ",R,NC,Regulations
7552,116th,2019-01-03,Introduced,"Duncan, Jeff ",R,SC,Elections
7553,116th,2019-01-03,Introduced,"Duncan, Jeff ",R,SC,Natural Resources
7554,116th,2019-01-03,Introduced,"Duncan, Jeff ",R,SC,Civil Law
7555,116th,2019-01-03,Introduced,"Green, Al ",D,TX,Military
7556,116th,2019-01-03,Introduced,"Duncan, Jeff ",R,SC,Civil Law
7557,116th,2019-01-03,Introduced,"Engel, Eliot L. ",D,NY,Civil Law
7558,116th,2019-01-03,Introduced,"Evans, Dwight ",D,PA,Civil Law
7559,116th,2019-01-03,Introduced,"Evans, Dwight ",D,PA,Tax Code
7560,116th,2019-01-03,Introduced,"Evans, Dwight ",D,PA,Small Business
7561,116th,2019-01-03,Introduced,"Fitzpatrick, Brian K. ",R,PA,Regulations
7562,116th,2019-01-03,Introduced,"Fitzpatrick, Brian K. ",R,PA,Border
7563,116th,2019-01-03,Introduced,"Fitzpatrick, Brian K. ",R,PA,Tax Code
7564,116th,2019-01-03,Introduced,"Fitzpatrick, Brian K. ",R,PA,Elections
7565,116th,2019-01-03,Introduced,"Fitzpatrick, Brian K. ",R,PA,Tax Code
7566,116th,2019-01-03,Introduced,"Green, Al ",D,TX,Military
7567,116th,2019-01-03,Introduced,"Green, Al ",D,TX,Civil Law
7568,116th,2019-01-03,Introduced,"Green, Al ",D,TX,Civil Law
7569,116th,2019-01-03,Introduced,"Green, Al ",D,TX,Border
7570,116th,2019-01-03,Introduced,"Green, Al ",D,TX,Civil Law
7571,116th,2019-01-03,Introduced,"Griffith, H. Morgan ",R,VA,Labor / Immigration
7572,116th,2019-01-03,Introduced,"Griffith, H. Morgan ",R,VA,Chemical Substances
7573,116th,2019-01-03,Introduced,"Griffith, H. Morgan ",R,VA,Chemical Substances
7574,116th,2019-01-03,Introduced,"Griffith, H. Morgan ",R,VA,Natural Resources
7575,116th,2019-01-03,Introduced,"Griffith, H. Morgan ",R,VA,Natural Resources
7576,116th,2019-01-03,Introduced,"Griffith, H. Morgan ",R,VA,Civil Law
7577,116th,2019-01-03,Introduced,"Griffith, H. Morgan ",R,VA,Infrastructure
7578,116th,2019-01-03,Introduced,"Griffith, H. Morgan ",R,VA,Regulations
7579,116th,2019-01-03,Introduced,"Griffith, H. Morgan ",R,VA,Education
7580,116th,2019-01-03,Introduced,"Griffith, H. Morgan ",R,VA,Natural Resources
7581,116th,2019-01-03,Introduced,"Hastings, Alcee L. ",D,FL,Budget
7582,116th,2019-01-03,Introduced,"Hunter, Duncan D. ",R,CA,Elections
7583,116th,2019-01-03,Passed House,"Keating, William R. ",D,MA,Regulations
7584,116th,2019-01-03,Introduced,"Keating, William R. ",D,MA,Natural Resources
7585,116th,2019-01-03,Introduced,"King, Steve ",R,IA,Natural Resources
7586,116th,2019-01-03,Introduced,"King, Steve ",R,IA,Health Care
7587,116th,2019-01-03,Introduced,"Lawson, Al",D,FL,Tax Code
7588,116th,2019-01-03,Introduced,"Loudermilk, Barry ",R,GA,Natural Resources
7589,116th,2019-01-03,Introduced,"Lowey, Nita M. ",D,NY,Tax Code
7590,116th,2019-01-03,Introduced,"Luetkemeyer, Blaine ",R,MO,Small Business
7591,116th,2019-01-03,Passed House,"Marshall, Roger W. ",R,KS,Small Business
7592,116th,2019-01-03,Introduced,"Massie, Thomas ",R,KY,Tax Code
7593,116th,2019-01-03,Passed House,"Caul, Michael T. ",R,TX,Border
7594,116th,2019-01-03,Introduced,"Caul, Michael T. ",R,TX,Infrastructure
7595,116th,2019-01-03,Introduced,"Caul, Michael T. ",R,TX,Border
7596,116th,2019-01-03,Introduced,"Mullin, Markwayne ",R,OK,Budget
7597,116th,2019-01-03,Introduced,"Nadler, Jerrold ",D,NY,Civil Law
7598,116th,2019-01-03,Introduced,"Nadler, Jerrold ",D,NY,Regulations
7599,116th,2019-01-03,Introduced,"Norman, Ralph ",R,SC,Elections
7600,116th,2019-01-03,Introduced,"Norman, Ralph ",R,SC,Labor / Immigration
7601,116th,2019-01-03,Introduced,"Posey, Bill ",R,FL,Budget
7602,116th,2019-01-03,Introduced,"Reed, Tom ",R,NY,Diplomacy
7603,116th,2019-01-03,Passed House,"Richmond, Cedric L. ",D,LA,Regulations
7604,116th,2019-01-03,Introduced,"Roe, David P. ",R,TN,Military
7605,116th,2019-01-03,Introduced,"Rogers, Mike D. ",R,AL,Diplomacy
7606,116th,2019-01-03,Passed House,"Rooney, Francis ",R,FL,Budget
7607,116th,2019-01-03,Passed House,"Rouda, Harley ",D,CA,Small Business
7608,116th,2019-01-03,Introduced,"Ruppersberger, C. A. Dutch ",D,MD,Health Care
7609,116th,2019-01-03,Introduced,"Nicolas, Michael F. Q. ",D,GU,Tax Code
7610,116th,2019-01-03,Introduced,"Schneider, Bradley Scott ",D,IL,Regulations
7611,116th,2019-01-03,Introduced,"Schrader, Kurt ",D,OR,Regulations
7612,116th,2019-01-03,Introduced,"Schrader, Kurt ",D,OR,Tax Code
7613,116th,2019-01-03,Introduced,"Serrano, Jose E. ",D,NY,Infrastructure
7614,116th,2019-01-03,Introduced,"Serrano, Jose E. ",D,NY,Border
7615,116th,2019-01-03,Introduced,"Simpson, Michael K. ",R,ID,Civil Law
7616,116th,2019-01-03,Introduced,"Simpson, Michael K. ",R,ID,Civil Law
7617,116th,2019-01-03,Introduced,"Smith, Jason ",R,MO,Tax Code
7618,116th,2019-01-03,Introduced,"Smith, Jason ",R,MO,Tax Code
7619,116th,2019-01-03,Introduced,"Smith, Jason ",R,MO,Tax Code
7620,116th,2019-01-03,Introduced,"Smith, Jason ",R,MO,Health Care
7621,116th,2019-01-03,Introduced,"Smith, Christopher H. ",R,NJ,Health Care
7622,116th,2019-01-03,Passed House,"Smith, Christopher H. ",R,NJ,Regulations
7623,116th,2019-01-03,Introduced,"Thornberry, Mac ",R,TX,Tax Code
7624,116th,2019-01-03,Introduced,"Velazquez, Nydia M. ",D,NY,Education
7625,116th,2019-01-03,Introduced,"Velazquez, Nydia M. ",D,NY,Tax Code
7626,116th,2019-01-03,Introduced,"Velazquez, Nydia M. ",D,NY,Small Business
7627,116th,2019-01-03,Passed House,"Velazquez, Nydia M. ",D,NY,Small Business
7628,116th,2019-01-03,Passed House,"Velazquez, Nydia M. ",D,NY,Small Business
7629,116th,2019-01-03,Introduced,"Velazquez, Nydia M. ",D,NY,Infrastructure
7630,116th,2019-01-03,Introduced,"Velazquez, Nydia M. ",D,NY,Regulations
7631,116th,2019-01-03,Introduced,"Velazquez, Nydia M. ",D,NY,Chemical Substances
7632,116th,2019-01-03,Introduced,"Velazquez, Nydia M. ",D,NY,Tax Code
7633,116th,2019-01-03,Introduced,"Velazquez, Nydia M. ",D,NY,Budget
7634,116th,2019-01-03,Introduced,"Walberg, Tim ",R,MI,Health Care
7635,116th,2019-01-03,Introduced,"Wilson, Frederica S. ",D,FL,Infrastructure
7636,116th,2019-01-03,Introduced,"Wilson, Frederica S. ",D,FL,Budget
7637,116th,2019-01-03,Introduced,"Wittman, Robert J. ",R,VA,Budget
7638,116th,2019-01-03,Introduced,"Yoho, Ted S. ",R,FL,Diplomacy
7639,116th,2019-01-03,Introduced,"Grothman, Glenn ",R,WI,Diplomacy
7640,116th,2019-01-03,Introduced,"Smith, Christopher H. ",R,NJ,Border
7641,116th,2019-01-04,Introduced,"Rogers, Harold ",R,KY,Natural Resources
7642,116th,2019-01-04,Passed House,"Williams, Roger ",R,TX,Small Business
7643,116th,2019-01-04,Introduced,"Jayapal, Pramila ",D,WA,Diplomacy
7644,116th,2019-01-04,Introduced,"Malfa, Doug ",R,CA,Natural Resources
7645,116th,2019-01-04,Introduced,"Stewart, Chris ",R,UT,Natural Resources
7646,116th,2019-01-04,Introduced,"Thompson, Glenn ",R,PA,Natural Resources
7647,116th,2019-01-04,Passed House,"Finkenauer, Abby ",D,IA,Small Business
7648,116th,2019-01-04,Passed House,"Hurd, Will ",R,TX,Regulations
7649,116th,2019-01-04,Introduced,"Calvert, Ken ",R,CA,Military
7650,116th,2019-01-04,Introduced,"Calvert, Ken ",R,CA,Chemical Substances
7651,116th,2019-01-04,Introduced,"Calvert, Ken ",R,CA,Labor / Immigration
7652,116th,2019-01-04,Became Law,"Thompson, Bennie G. ",D,MS,Border
7653,116th,2019-01-04,Introduced,"Amodei, Mark E. ",R,NV,Natural Resources
7654,116th,2019-01-04,Introduced,"Amodei, Mark E. ",R,NV,Natural Resources
7655,116th,2019-01-04,Introduced,"Clay, Wm. Lacy ",D,MO,Diplomacy
7656,116th,2019-01-04,Passed House,"Cook, Paul ",R,CA,Natural Resources
7657,116th,2019-01-04,Introduced,"Grothman, Glenn ",R,WI,Budget
7658,116th,2019-01-04,Introduced,"King, Peter T. ",R,NY,Tax Code
7659,116th,2019-01-04,Introduced,"Clintock, Tom ",R,CA,Budget
7660,116th,2019-01-04,Became Law,"Pallone, Frank",D,NJ,Health Care
7661,116th,2019-01-04,Introduced,"Pallone, Frank",D,NJ,Health Care
7662,116th,2019-01-04,Introduced,"Rouzer, David ",R,NC,Natural Resources
7663,116th,2019-01-04,Introduced,"Smucker, Lloyd ",R,PA,Natural Resources
7664,116th,2019-01-04,Became Law,"Suozzi, Thomas R. ",D,NY,Natural Resources
7665,116th,2019-01-08,Passed House,"Quigley, Mike ",D,IL,Budget
7666,116th,2019-01-08,Passed House,"Bishop, Sanford D.",D,GA,Budget
7667,116th,2019-01-08,Became Law,"Collum, Betty ",D,MN,Budget
7668,116th,2019-01-08,Passed House,"Price, David E. ",D,NC,Budget
7669,116th,2019-01-08,Passed House,"Lowey, Nita M. ",D,NY,Budget
7670,116th,2019-01-08,Passed House,"Eshoo, Anna G. ",D,CA,Infrastructure
7671,116th,2019-01-08,Introduced,"Halleran, Tom ",D,AZ,Tax Code
7672,116th,2019-01-08,Introduced,"Brooks, Mo ",R,AL,Budget
7673,116th,2019-01-08,Introduced,"King, Steve ",R,IA,Chemical Substances
7674,116th,2019-01-08,Introduced,"Eshoo, Anna G. ",D,CA,Tax Code
7675,116th,2019-01-08,Introduced,"Gosar, Paul A. ",R,AZ,Natural Resources
7676,116th,2019-01-08,Introduced,"Welch, Peter ",D,VT,Chemical Substances
7677,116th,2019-01-08,Became Law,"Titus, Dina ",D,NV,Education
7678,116th,2019-01-08,Passed House,"Velazquez, Nydia M. ",D,NY,Small Business
7679,116th,2019-01-08,Introduced,"Newhouse, Dan ",R,WA,Natural Resources
7680,116th,2019-01-08,Introduced,"Carbajal, Salud O. ",D,CA,Natural Resources
7681,116th,2019-01-08,Introduced,"Beatty, Joyce ",D,OH,Health Care
7682,116th,2019-01-08,Passed House,"Beatty, Joyce ",D,OH,Small Business
7683,116th,2019-01-08,Introduced,"Beatty, Joyce ",D,OH,Civil Law
7684,116th,2019-01-08,Introduced,"Bishop, Sanford D.",D,GA,Natural Resources
7685,116th,2019-01-08,Introduced,"Brownley, Julia ",D,CA,Tax Code
7686,116th,2019-01-08,Introduced,"Brownley, Julia ",D,CA,Tax Code
7687,116th,2019-01-08,Introduced,"Castor, Kathy ",D,FL,Natural Resources
7688,116th,2019-01-08,Introduced,"Cicilline, David N. ",D,RI,Natural Resources
7689,116th,2019-01-08,Introduced,"Cole, Tom ",R,OK,Natural Resources
7690,116th,2019-01-08,Introduced,"Cole, Tom ",R,OK,Regulations
7691,116th,2019-01-08,Introduced,"Cole, Tom ",R,OK,Tax Code
7692,116th,2019-01-08,Introduced,"Cunningham, Joe ",D,SC,Natural Resources
7693,116th,2019-01-08,Introduced,"Curtis, John R. ",R,UT,Natural Resources
7694,116th,2019-01-08,Introduced,"Lauro, Rosa L. ",D,CT,Chemical Substances
7695,116th,2019-01-08,Introduced,"Eshoo, Anna G. ",D,CA,Diplomacy
7696,116th,2019-01-08,Introduced,"Fitzpatrick, Brian K. ",R,PA,Civil Law
7697,116th,2019-01-08,Introduced,"Foxx, Virginia ",R,NC,Health Care
7698,116th,2019-01-08,Passed House,"Gianforte, Greg ",R,MT,Natural Resources
7699,116th,2019-01-08,Introduced,"Gianforte, Greg ",R,MT,Budget
7700,116th,2019-01-08,Became Law,"Takano, Mark ",D,CA,Military
7701,116th,2019-01-08,Introduced,"Foxx, Virginia ",R,NC,Regulations
7702,116th,2019-01-08,Introduced,"Gibbs, Bob ",R,OH,Budget
7703,116th,2019-01-08,Introduced,"Colon, Jenniffer ",R,Co,Tax Code
7704,116th,2019-01-08,Introduced,"Bilirakis, Gus M. ",R,FL,Military
7705,116th,2019-01-08,Introduced,"Gosar, Paul A. ",R,AZ,Natural Resources
7706,116th,2019-01-08,Introduced,"Hice, Jody B. ",R,GA,Diplomacy
7707,116th,2019-01-08,Introduced,"Hice, Jody B. ",R,GA,Natural Resources
7708,116th,2019-01-08,Introduced,"Hice, Jody B. ",R,GA,Natural Resources
7709,116th,2019-01-08,Introduced,"Hice, Jody B. ",R,GA,Natural Resources
7710,116th,2019-01-08,Introduced,"Huffman, Jared ",D,CA,Natural Resources
7711,116th,2019-01-08,Introduced,"Huffman, Jared ",D,CA,Natural Resources
7712,116th,2019-01-08,Introduced,"Jones, Walter B.",R,NC,Military
7713,116th,2019-01-08,Passed House,"Keating, William R. ",D,MA,Natural Resources
7714,116th,2019-01-08,Introduced,"Keating, William R. ",D,MA,Natural Resources
7715,116th,2019-01-08,Introduced,"Kinzinger, Adam ",R,IL,Natural Resources
7716,116th,2019-01-08,Introduced,"Hood, Darin ",R,IL,Natural Resources
7717,116th,2019-01-08,Introduced,"Malfa, Doug ",R,CA,Natural Resources
7718,116th,2019-01-08,Passed House,"Malfa, Doug ",R,CA,Natural Resources
7719,116th,2019-01-08,Introduced,"Lamborn, Doug ",R,CO,Infrastructure
7720,116th,2019-01-08,Introduced,"Langevin, James R. ",D,RI,Natural Resources
7721,116th,2019-01-08,Introduced,"Lee, Barbara ",D,CA,Health Care
7722,116th,2019-01-08,Introduced,"Lee, Barbara ",D,CA,Infrastructure
7723,116th,2019-01-08,Introduced,"Lee, Barbara ",D,CA,Tax Code
7724,116th,2019-01-08,Introduced,"Lee, Barbara ",D,CA,Tax Code
7725,116th,2019-01-08,Introduced,"Lee, Barbara ",D,CA,Border
7726,116th,2019-01-08,Introduced,"Lee, Barbara ",D,CA,Diplomacy
7727,116th,2019-01-08,Introduced,"Lee, Barbara ",D,CA,Health Care
7728,116th,2019-01-08,Introduced,"Lieu, Ted ",D,CA,Civil Law
7729,116th,2019-01-08,Passed House,"Lieu, Ted ",D,CA,Infrastructure
7730,116th,2019-01-08,Introduced,"Lieu, Ted ",D,CA,Regulations
7731,116th,2019-01-08,Introduced,"Lieu, Ted ",D,CA,Chemical Substances
7732,116th,2019-01-08,Introduced,"Lieu, Ted ",D,CA,Regulations
7733,116th,2019-01-08,Introduced,"Lieu, Ted ",D,CA,Regulations
7734,116th,2019-01-08,Introduced,"Bishop, Sanford D.",D,GA,Military
7735,116th,2019-01-08,Introduced,"Lieu, Ted ",D,CA,Tax Code
7736,116th,2019-01-08,Passed House,"Mast, Brian J. ",R,FL,Infrastructure
7737,116th,2019-01-08,Introduced,"Caul, Michael T. ",R,TX,Border
7738,116th,2019-01-08,Introduced,"Eachin, A. Donald ",D,VA,Natural Resources
7739,116th,2019-01-08,Introduced,"Meadows, Mark ",R,NC,Tax Code
7740,116th,2019-01-08,Introduced,"Norton, Eleanor Holmes ",D,DC,Labor / Immigration
7741,116th,2019-01-08,Introduced,"Nunes, Devin ",R,CA,Natural Resources
7742,116th,2019-01-08,Introduced,"Pallone, Frank",D,NJ,Natural Resources
7743,116th,2019-01-08,Introduced,"Posey, Bill ",R,FL,Labor / Immigration
7744,116th,2019-01-08,Introduced,"Ratcliffe, John ",R,TX,Natural Resources
7745,116th,2019-01-08,Introduced,"Rogers, Mike D. ",R,AL,Health Care
7746,116th,2019-01-08,Introduced,"Soto, Darren ",D,FL,Health Care
7747,116th,2019-01-08,Introduced,"Thornberry, Mac ",R,TX,Natural Resources
7748,116th,2019-01-08,Passed House,"Tipton, Scott  R. ",R,CO,Natural Resources
7749,116th,2019-01-08,Introduced,"Tipton, Scott  R. ",R,CO,Natural Resources
7750,116th,2019-01-08,Introduced,"Titus, Dina ",D,NV,Natural Resources
7751,116th,2019-01-08,Introduced,"Drew, Jefferson ",D,NJ,Military
